# Object,[Fe/H],[Ca/H]
SAGA_Scl_000404,-2.49,-2.25
SAGA_Scl_000405,-1.86,-1.29
SAGA_Scl_000405,-2.06,
SAGA_Scl_000405,-1.92,-1.27
SAGA_Scl_000405,-2.05,
SAGA_Scl_000406,-1.73,
SAGA_Scl_000406,-1.76,
SAGA_Scl_000406,-1.53,-0.66
SAGA_Scl_000407,-1.11,-1.23
SAGA_Scl_000407,-1.17,
SAGA_Scl_000407,-0.96,-1.16
SAGA_Scl_000407,-1.16,
SAGA_Scl_000408,-2.62,-2.47
SAGA_Scl_000408,-2.37,-2.39
SAGA_Scl_000409,-2.43,-1.81
SAGA_Scl_000409,-2.17,-1.66
SAGA_Scl_000411,-1.65,-2.09
SAGA_Scl_000412,-1.35,-1.2
SAGA_Scl_000412,-1.29,-1.2
SAGA_Scl_000413,-1.7,-1.35
SAGA_Scl_000413,-1.67,-1.25
SAGA_Scl_000414,-1.11,-1.58
SAGA_Scl_000414,-1.3,
SAGA_Scl_000414,-1.06,-1.48
SAGA_Scl_000415,-1.5,-1.57
SAGA_Scl_000415,-1.66,
SAGA_Scl_000415,-1.42,-1.47
SAGA_Scl_000415,-1.64,
SAGA_Scl_000416,-1.31,-1.58
SAGA_Scl_000417,-1.64,-1.61
SAGA_Scl_000417,-1.93,
SAGA_Scl_000417,-1.6,-1.64
SAGA_Scl_000418,-1.48,-1.81
SAGA_Scl_000418,-1.52,
SAGA_Scl_000418,-1.4,-1.64
SAGA_Scl_000420,-2.17,-1.93
SAGA_Scl_000420,-2.14,-1.76
SAGA_Scl_000421,-1.11,-1.7
SAGA_Scl_000421,-1.05,-1.64
SAGA_Scl_000422,-1.38,-1.67
SAGA_Scl_000422,-1.29,-1.54
SAGA_Scl_000423,-1.6,-1.72
SAGA_Scl_000423,-1.56,-1.57
SAGA_Scl_000424,-1.03,-1.04
SAGA_Scl_000424,-1.11,
SAGA_Scl_000424,-0.95,-0.98
SAGA_Scl_000425,-2.07,-1.7
SAGA_Scl_000425,-2.13,-1.56
SAGA_Scl_000426,-2.08,
SAGA_Scl_000426,-2.2,-2.7
SAGA_Scl_000427,-2.55,-2.29
SAGA_Scl_000427,-2.65,-2.26
SAGA_Scl_000428,-1.77,-1.1
SAGA_Scl_000429,-1.89,-2.03
SAGA_Scl_000429,-1.92,-1.98
SAGA_Scl_000430,-1.77,-1.55
SAGA_Scl_000430,-2.3,
SAGA_Scl_000430,-2.12,-1.83
SAGA_Scl_000431,-1.22,-1.35
SAGA_Scl_000431,-1.14,-1.39
SAGA_Scl_000433,-2.47,-2.4
SAGA_Scl_000433,-2.5,-2.35
SAGA_Scl_000434,-3.48,-2.96
SAGA_Scl_000434,-3.31,-2.98
SAGA_Scl_000435,-3.96,-4.43
SAGA_Scl_000435,-4.05,-4.06
SAGA_Scl_000435,-3.87,
SAGA_Scl_000436,-1.5,
SAGA_Scl_000436,-1.27,-1.51
SAGA_Scl_000437,-1.13,
SAGA_Scl_000437,-0.89,-0.89
SAGA_Scl_000438,-1.79,
SAGA_Scl_000438,-1.64,-2.2
SAGA_Scl_000439,-1.4,-1.3
SAGA_Scl_000440,-1.94,
SAGA_Scl_000440,-1.79,-2.02
SAGA_Scl_000441,-1.11,-1.33
SAGA_Scl_000442,-2.38,-2.19
SAGA_Scl_000443,-3.15,
SAGA_Scl_000443,-3,-2.97
SAGA_Scl_000444,-3.31,-2.78
SAGA_Scl_000444,-3,-2.71
SAGA_Scl_000445,-3.88,-3.62
SAGA_Scl_000445,-3.47,-3.56
SAGA_Scl_000446,-2.46,-2.67
SAGA_Scl_000447,-2.91,-2.71
SAGA_Scl_000448,-3.45,-3.04
SAGA_Scl_000448,-3.35,-3.04
SAGA_Scl_000449,-3.17,-2.61
SAGA_Scl_000450,-3.22,-2.82
SAGA_Scl_000450,-3,
SAGA_Scl_000450,-2.81,
SAGA_Scl_000451,-3.77,-4
SAGA_Scl_000451,-3.99,
SAGA_Scl_000452,-3.52,-3.28
SAGA_Scl_000452,-3.91,
SAGA_UMi_000001,-1.61,
SAGA_UMi_000001,-1.68,-1.64
SAGA_UMi_000001,-1.67,-1.46
SAGA_UMi_000001,-1.47,-1.75
SAGA_UMi_000001,-1.6,
SAGA_UMi_000002,-2.2,
SAGA_UMi_000002,-1.91,-1.8
SAGA_UMi_000002,-2.01,-2.06
SAGA_UMi_000002,-2.19,
SAGA_UMi_000003,-2.74,
SAGA_UMi_000003,-2.18,-2.05
SAGA_UMi_000003,-2.32,-2.15
SAGA_UMi_000003,-2.72,
SAGA_UMi_000004,-2.1,
SAGA_UMi_000004,-2.01,-1.81
SAGA_UMi_000004,-1.95,-1.9
SAGA_UMi_000004,-1.68,
SAGA_UMi_000005,,
SAGA_UMi_000005,-2.17,-1.72
SAGA_UMi_000005,-2.34,-2.09
SAGA_UMi_000005,-1.66,
SAGA_UMi_000006,-1.47,
SAGA_UMi_000006,-1.45,-1.44
SAGA_UMi_000006,-1.51,-1.45
SAGA_UMi_000006,-1.34,-1.68
SAGA_UMi_000006,-1.55,
SAGA_UMi_000007,-2.65,-2.42
SAGA_UMi_000008,-2.47,-2.29
SAGA_UMi_000009,-1.75,
SAGA_UMi_000009,-1.58,-0.77
SAGA_UMi_000019,-2.21,-1.9
SAGA_UMi_000022,-2.53,
SAGA_UMi_000022,-2.37,-2.42
SAGA_UMi_000022,-2.52,
SAGA_UMi_000023,-1.82,-2.1
SAGA_UMi_000024,-2.23,
SAGA_UMi_000024,-2.05,-2.19
SAGA_UMi_000024,-2.22,
SAGA_UMi_000025,-2.48,-2.27
SAGA_UMi_000026,-2.12,
SAGA_UMi_000026,-1.93,-2.19
SAGA_UMi_000029,-2.49,
SAGA_UMi_000029,-2.32,-2.48
SAGA_UMi_000029,-2.47,
SAGA_UMi_000030,-1.92,-1.97
SAGA_UMi_000031,-2.1,
SAGA_UMi_000031,-1.94,-2.15
SAGA_UMi_000032,-2.14,
SAGA_UMi_000032,-1.96,-2.24
SAGA_UMi_000032,-2.13,
SAGA_UMi_000034,-3.13,-2.73
SAGA_UMi_000035,-1.79,
SAGA_UMi_000035,-1.6,-1.87
SAGA_UMi_000036,-1.75,-1.99
SAGA_UMi_000037,-2.07,
SAGA_UMi_000037,-1.96,-2.03
SAGA_UMi_000037,-2.01,
SAGA_UMi_000038,-3.14,-2.92
SAGA_UMi_000038,-3.45,-2.71
SAGA_UMi_000040,-2.3,
SAGA_UMi_000040,-2.11,-1.14
SAGA_UMi_000042,-2.33,
SAGA_UMi_000042,-2.16,-2.53
SAGA_UMi_000042,-2.32,
SAGA_UMi_000046,-1.93,-1.68
SAGA_UMi_000047,-1.91,
SAGA_UMi_000047,-1.71,-1.37
SAGA_UMi_000047,-1.9,
SAGA_UMi_000049,-2.01,
SAGA_UMi_000049,-1.83,-1.28
SAGA_UMi_000050,-2.43,
SAGA_UMi_000050,-2.26,-1.99
SAGA_UMi_000050,-2.43,
SAGA_UMi_000051,-1.57,
SAGA_UMi_000051,-1.34,-0.74
SAGA_UMi_000055,-2.18,
SAGA_UMi_000055,-2,-2.14
SAGA_UMi_000057,-2.36,
SAGA_UMi_000057,-2.19,-1.55
SAGA_UMi_000059,-2.49,
SAGA_UMi_000059,-2.32,-2.53
SAGA_UMi_000059,-2.48,
SAGA_UMi_000060,-2.34,-2.39
SAGA_UMi_000063,-2.15,
SAGA_UMi_000063,-1.97,-1.86
SAGA_UMi_000068,-2.18,
SAGA_UMi_000068,-2.09,-1.81
SAGA_UMi_000069,-1.8,-2.18
SAGA_UMi_000070,-2.27,
SAGA_UMi_000070,-2.09,-2.68
SAGA_UMi_000073,-2.16,
SAGA_UMi_000073,-2,-1.93
SAGA_UMi_000075,-2.52,
SAGA_UMi_000075,-2.35,-2.34
SAGA_UMi_000076,-2.24,
SAGA_UMi_000076,-2.08,-1.93
SAGA_UMi_000076,-2.21,
SAGA_UMi_000078,-2.1,-1.98
SAGA_UMi_000079,-1.56,-1.36
SAGA_UMi_000080,-1.92,
SAGA_UMi_000080,-1.76,-1.75
SAGA_UMi_000080,-1.89,
SAGA_UMi_000082,-1.6,-1.63
SAGA_UMi_000083,-2.18,-2.29
SAGA_UMi_000084,-1.68,
SAGA_UMi_000084,-1.5,-1.19
SAGA_UMi_000085,-1.76,-1.87
SAGA_UMi_000087,-2.75,-2.14
SAGA_UMi_000089,-2.04,-1.84
SAGA_UMi_000090,-2.5,
SAGA_UMi_000090,-2.33,-2.26
SAGA_UMi_000093,-1.49,-1.94
SAGA_UMi_000094,-2.17,-2.19
SAGA_UMi_000095,-1.99,
SAGA_UMi_000095,-1.87,-2.13
SAGA_UMi_000097,-1.79,-1.04
SAGA_UMi_000098,-1.4,-1.68
SAGA_UMi_000100,-2.07,
SAGA_UMi_000100,-1.9,-1.58
SAGA_UMi_000102,-2.06,-2.26
SAGA_UMi_000103,-1.8,-1.84
SAGA_UMi_000105,-2.14,-1.92
SAGA_UMi_000106,-1.87,
SAGA_UMi_000106,-1.7,-1.67
SAGA_UMi_000108,-2.01,-2.38
SAGA_UMi_000109,-2.85,
SAGA_UMi_000109,-2.65,-2.77
SAGA_UMi_000110,-2.14,
SAGA_UMi_000110,-1.97,-2.16
SAGA_UMi_000110,-2.12,
SAGA_UMi_000112,-2.08,-1.37
SAGA_UMi_000117,-1.1,-1.76
SAGA_UMi_000119,-2.04,-2.18
SAGA_UMi_000122,-1.98,
SAGA_UMi_000122,-1.8,-1.71
SAGA_UMi_000123,-2.14,-1.62
SAGA_UMi_000125,-2.12,-1.91
SAGA_UMi_000126,-1.64,
SAGA_UMi_000126,-1.49,-1.56
SAGA_UMi_000128,-2.24,-2.13
SAGA_UMi_000131,-1.6,-1.8
SAGA_UMi_000132,-1.6,-1.77
SAGA_UMi_000134,-2.29,-2.22
SAGA_UMi_000136,-3.15,-3.03
SAGA_UMi_000137,-2.12,-1.99
SAGA_UMi_000137,-2.34,
SAGA_UMi_000139,-2.09,-2.64
SAGA_UMi_000142,-1.75,
SAGA_UMi_000142,-1.71,-1.76
SAGA_UMi_000143,-2.18,
SAGA_UMi_000143,-2.01,-1.24
SAGA_UMi_000144,-2.25,-1.52
SAGA_UMi_000145,-2.18,
SAGA_UMi_000145,-1.99,-1.97
SAGA_UMi_000145,-2.15,
SAGA_UMi_000146,-1.91,-2.11
SAGA_UMi_000146,-2.05,
SAGA_UMi_000147,-1.69,-1.67
SAGA_UMi_000150,-1.81,-1.77
SAGA_UMi_000151,-2.2,-2.08
SAGA_UMi_000154,-2.14,
SAGA_UMi_000154,-1.99,-2.1
SAGA_UMi_000154,-2.1,
SAGA_UMi_000156,-2.47,
SAGA_UMi_000156,-2.31,-2.37
SAGA_UMi_000160,-2.63,-2.15
SAGA_UMi_000163,-1.85,-1.53
SAGA_UMi_000165,-1.72,-1.87
SAGA_UMi_000166,-2.13,-2.45
SAGA_UMi_000169,-2,
SAGA_UMi_000169,-1.83,-1.86
SAGA_UMi_000169,-1.99,
SAGA_UMi_000171,-2.17,-2.13
SAGA_UMi_000175,-2.23,-2.14
SAGA_UMi_000179,-2.17,-1.92
SAGA_UMi_000180,-1.85,
SAGA_UMi_000180,-1.68,-1.51
SAGA_UMi_000184,-1.88,-1.83
SAGA_UMi_000185,-1.92,-2.24
SAGA_UMi_000186,-2.25,-2.11
SAGA_UMi_000187,-1.38,-0.59
SAGA_UMi_000188,-2.25,
SAGA_UMi_000188,-2.09,-2.14
SAGA_UMi_000190,-1.81,
SAGA_UMi_000190,-1.65,-1.62
SAGA_UMi_000190,-1.82,
SAGA_UMi_000191,-1.73,
SAGA_UMi_000191,-1.55,-1.7
SAGA_UMi_000192,-2.2,-2.04
SAGA_UMi_000193,-1.7,-1.7
SAGA_UMi_000195,-2.43,
SAGA_UMi_000195,-2.25,-1.94
SAGA_UMi_000197,-2.33,-3.07
SAGA_UMi_000198,-1.91,
SAGA_UMi_000198,-1.76,-1.25
SAGA_UMi_000200,-1.99,
SAGA_UMi_000200,-1.73,-1.05
SAGA_UMi_000201,-2.34,
SAGA_UMi_000201,-2.21,-2.16
SAGA_UMi_000201,-2.3,
SAGA_UMi_000203,-2.58,
SAGA_UMi_000203,-2.42,-1.92
SAGA_UMi_000204,-2.07,
SAGA_UMi_000204,-1.9,-2.13
SAGA_UMi_000204,-2.03,
SAGA_UMi_000206,-1.94,-2.17
SAGA_UMi_000207,-2.22,
SAGA_UMi_000207,-2.08,-1.94
SAGA_UMi_000207,-2.23,
SAGA_UMi_000208,-1.96,
SAGA_UMi_000208,-1.81,-1.77
SAGA_UMi_000208,-1.95,
SAGA_UMi_000211,-2.39,
SAGA_UMi_000211,-2.21,-2.66
SAGA_UMi_000212,-2.69,-2.46
SAGA_UMi_000213,-1.74,
SAGA_UMi_000213,-1.61,-2.37
SAGA_UMi_000213,-1.74,
SAGA_UMi_000214,-2.27,
SAGA_UMi_000214,-2.11,-1.8
SAGA_UMi_000215,-1.83,
SAGA_UMi_000215,-1.68,-2.26
SAGA_UMi_000215,-1.81,
SAGA_UMi_000217,-2.93,
SAGA_UMi_000217,-2.76,-2.89
SAGA_UMi_000217,-2.92,
SAGA_UMi_000219,-2.29,
SAGA_UMi_000219,-2.14,-2.41
SAGA_UMi_000219,-2.28,
SAGA_UMi_000220,-2.12,
SAGA_UMi_000220,-1.81,-1.82
SAGA_UMi_000220,-1.92,-1.88
SAGA_UMi_000220,-2.09,
SAGA_UMi_000221,-2.13,-2.04
SAGA_UMi_000222,-1.96,-1.88
SAGA_UMi_000223,-2.13,-1.99
SAGA_UMi_000224,-2.67,-2.37
SAGA_UMi_000225,-2.12,-1.79
