# Object,[Fe/H],[Ti/Fe]
SAGA_Scl_000128,-2.86,
SAGA_Scl_000128,-1.39,0.17
SAGA_Scl_000129,-1.31,-0.16
SAGA_Scl_000129,-1.55,
SAGA_Scl_000129,-1.32,-0.53
SAGA_Scl_000130,-1.08,-0.08
SAGA_Scl_000130,-1.23,
SAGA_Scl_000130,-0.96,-0.43
SAGA_Scl_000130,-1.21,
SAGA_Scl_000131,-1.39,0.05
SAGA_Scl_000131,-1.39,-0.16
SAGA_Scl_000131,-1.42,-0.15
SAGA_Scl_000132,-2.41,-0.29
SAGA_Scl_000132,-2.52,
SAGA_Scl_000132,-2.72,
SAGA_Scl_000132,-2.36,-0.02
SAGA_Scl_000132,-2.5,
SAGA_Scl_000133,-1.78,0.28
SAGA_Scl_000133,-1.78,
SAGA_Scl_000133,-1.59,-0.17
SAGA_Scl_000134,-0.91,-0.11
SAGA_Scl_000134,-1.01,
SAGA_Scl_000134,-0.79,-0.24
SAGA_Scl_000134,-1,
SAGA_Scl_000135,-1.59,-0.48
SAGA_Scl_000135,-1.83,
SAGA_Scl_000135,-1.66,0.1
SAGA_Scl_000136,-2.73,
SAGA_Scl_000136,-2.82,
SAGA_Scl_000136,-3.05,
SAGA_Scl_000136,-2.68,0.57
SAGA_Scl_000137,-2.01,0.21
SAGA_Scl_000137,-2.17,
SAGA_Scl_000137,-2.06,0.21
SAGA_Scl_000138,-0.89,
SAGA_Scl_000138,-0.79,-0.75
SAGA_Scl_000139,-1.2,-0.12
SAGA_Scl_000139,-1.13,-0.31
SAGA_Scl_000140,-1.7,-0.16
SAGA_Scl_000140,-1.77,-0.33
SAGA_Scl_000141,-1.53,0.01
SAGA_Scl_000141,-1.51,-0.24
SAGA_Scl_000141,-1.72,
SAGA_Scl_000141,-1.51,
SAGA_Scl_000141,-1.43,-0.23
SAGA_Scl_000141,-1.71,
SAGA_Scl_000142,-1.43,0.1
SAGA_Scl_000142,-1.41,0.15
SAGA_Scl_000143,-0.89,-0.29
SAGA_Scl_000143,-1.03,
SAGA_Scl_000143,-0.85,
SAGA_Scl_000143,-1.02,
SAGA_Scl_000144,-1.31,-0.44
SAGA_Scl_000145,-0.98,-0.02
SAGA_Scl_000146,-1.21,0.04
SAGA_Scl_000146,-1.3,-0.03
SAGA_Scl_000146,-1.37,
SAGA_Scl_000146,-1.17,-0.03
SAGA_Scl_000146,-1.35,
SAGA_Scl_000147,-1.35,-0.17
SAGA_Scl_000147,-1.6,
SAGA_Scl_000147,-1.35,-0.43
SAGA_Scl_000148,-1.05,0.69
SAGA_Scl_000148,-1.26,
SAGA_Scl_000148,-1.03,0.38
SAGA_Scl_000149,-1.87,-0.23
SAGA_Scl_000149,-1.99,
SAGA_Scl_000149,-1.85,-0.1
SAGA_Scl_000149,-1.98,
SAGA_Scl_000150,-1.99,-0.41
SAGA_Scl_000150,-1.95,-0.25
SAGA_Scl_000151,-1.2,-0.13
SAGA_Scl_000151,-1.33,
SAGA_Scl_000151,-1.13,-0.25
SAGA_Scl_000151,-1.31,
SAGA_Scl_000152,-1.37,-0.02
SAGA_Scl_000152,-1.48,
SAGA_Scl_000152,-1.25,-0.12
SAGA_Scl_000152,-1.46,
SAGA_Scl_000153,-1.22,-0.23
SAGA_Scl_000153,-1.22,
SAGA_Scl_000153,-1.09,-0.77
SAGA_Scl_000153,-1.21,
SAGA_Scl_000154,-1.38,-0.05
SAGA_Scl_000154,-1.36,-0.03
SAGA_Scl_000156,-1.88,
SAGA_Scl_000156,-1.86,0.05
SAGA_Scl_000157,-1.87,-0.06
SAGA_Scl_000157,-1.9,-0.16
SAGA_Scl_000158,-2.08,0.17
SAGA_Scl_000158,-2.13,
SAGA_Scl_000158,-1.99,0.15
SAGA_Scl_000159,-0.91,0.64
SAGA_Scl_000159,-1.09,
SAGA_Scl_000159,-0.91,0.53
SAGA_Scl_000160,-2.13,0.52
SAGA_Scl_000161,-1.37,0.3
SAGA_Scl_000161,-1.3,0.39
SAGA_Scl_000162,-1.83,-0.01
SAGA_Scl_000162,-2.04,
SAGA_Scl_000162,-1.86,0.07
SAGA_Scl_000162,-2.03,
SAGA_Scl_000163,-1.19,-0.44
SAGA_Scl_000163,-1.16,-0.51
SAGA_Scl_000164,-1.84,-0.09
SAGA_Scl_000164,-2.09,
SAGA_Scl_000164,-1.93,
SAGA_Scl_000165,-1.76,0.04
SAGA_Scl_000165,-1.9,
SAGA_Scl_000165,-1.73,-0.01
SAGA_Scl_000165,-1.89,
SAGA_Scl_000166,-2.37,0.9
SAGA_Scl_000166,-2.67,
SAGA_Scl_000166,-2.54,0.8
SAGA_Scl_000167,-2.13,0.26
SAGA_Scl_000167,-2.24,
SAGA_Scl_000167,-2.04,0.16
SAGA_Scl_000168,-1.14,-0.3
SAGA_Scl_000168,-1.16,-0.39
SAGA_Scl_000169,-1.08,-0.28
SAGA_Scl_000169,-1.29,-0.04
SAGA_Scl_000169,-1.14,
SAGA_Scl_000169,-0.89,-0.67
SAGA_Scl_000169,-1.12,
SAGA_Scl_000170,-1.86,0.03
SAGA_Scl_000172,-1.28,-0.24
SAGA_Scl_000172,-1.35,
SAGA_Scl_000172,-1.21,-0.31
SAGA_Scl_000172,-1.34,
SAGA_Scl_000173,-2.55,0.55
SAGA_Scl_000173,-2.67,0.49
SAGA_Scl_000173,-2.59,
SAGA_Scl_000173,-2.53,0.42
SAGA_Scl_000174,-1.91,-0.26
SAGA_Scl_000174,-2.2,
SAGA_Scl_000174,-2.02,0.68
SAGA_Scl_000175,-1.41,-0.3
SAGA_Scl_000175,-1.59,0.03
SAGA_Scl_000175,-1.56,
SAGA_Scl_000175,-1.33,-0.44
SAGA_Scl_000175,-1.55,
SAGA_Scl_000177,-2.13,-0.02
SAGA_Scl_000177,-2.17,0.29
SAGA_Scl_000177,-2.3,
SAGA_Scl_000177,-2.17,0.04
SAGA_Scl_000177,-2.28,
SAGA_Scl_000178,-1.54,0.09
SAGA_Scl_000178,-1.66,
SAGA_Scl_000178,-1.42,-0.14
SAGA_Scl_000178,-1.65,
SAGA_Scl_000179,-1.34,-0.27
SAGA_Scl_000179,-1.46,
SAGA_Scl_000179,-1.29,-0.28
SAGA_Scl_000180,-1.58,0.06
SAGA_Scl_000180,-1.62,-0.07
SAGA_Scl_000181,-2.32,0.4
SAGA_Scl_000181,-2.12,0.26
SAGA_Scl_000181,-2.38,0.51
SAGA_Scl_000182,-1.24,-0.12
SAGA_Scl_000182,-1.18,-0.35
SAGA_Scl_000183,-1.54,-0.33
SAGA_Scl_000183,-1.58,
SAGA_Scl_000183,-1.42,-0.16
SAGA_Scl_000185,-1.31,-0.18
SAGA_Scl_000185,-1.4,
SAGA_Scl_000185,-1.21,-0.23
SAGA_Scl_000185,-1.38,
SAGA_Scl_000186,-1.9,0
SAGA_Scl_000186,-2.04,0.14
SAGA_Scl_000186,-2.01,
SAGA_Scl_000186,-2.04,
SAGA_Scl_000186,-1.89,-0.05
SAGA_Scl_000186,-1.99,
SAGA_Scl_000188,-2.09,-0.33
SAGA_Scl_000188,-2.06,0.05
SAGA_Scl_000189,-1.95,-0.02
SAGA_Scl_000189,-1.92,0.07
SAGA_Scl_000191,-1.67,0.68
SAGA_Scl_000191,-1.96,
SAGA_Scl_000191,-1.86,
SAGA_Scl_000192,-1.13,-0.45
SAGA_Scl_000192,-1.07,-0.63
SAGA_Scl_000193,-1.08,-0.12
SAGA_Scl_000193,-0.93,-0.33
SAGA_Scl_000194,-1.76,-0.08
SAGA_Scl_000194,-1.67,-0.23
SAGA_Scl_000195,-2.25,-0.22
SAGA_Scl_000195,-2.4,
SAGA_Scl_000195,-2.23,-0.23
SAGA_Scl_000196,-1.18,-0.1
SAGA_Scl_000196,-1.24,
SAGA_Scl_000196,-1.03,-0.23
SAGA_Scl_000197,-1.54,0
SAGA_Scl_000197,-1.78,
SAGA_Scl_000197,-1.52,0.18
SAGA_Scl_000199,-1.39,-0.21
SAGA_Scl_000199,-1.52,
SAGA_Scl_000199,-1.29,-0.32
SAGA_Scl_000200,-1.55,0.14
SAGA_Scl_000200,-1.61,
SAGA_Scl_000200,-1.46,0.01
SAGA_Scl_000200,-1.6,
SAGA_Scl_000201,-1.29,-0.47
SAGA_Scl_000201,-1.37,-0.33
SAGA_Scl_000202,-1.05,-0.11
SAGA_Scl_000202,-1.27,0.04
SAGA_Scl_000202,-0.93,-0.43
SAGA_Scl_000203,-1.56,0.16
SAGA_Scl_000203,-1.78,
SAGA_Scl_000203,-1.57,0.13
SAGA_Scl_000203,-1.76,
SAGA_Scl_000205,-1.33,0.09
SAGA_Scl_000205,-1.41,
SAGA_Scl_000205,-1.24,-0.03
SAGA_Scl_000205,-1.39,
SAGA_Scl_000206,-1.33,-0.52
SAGA_Scl_000206,-1.27,
SAGA_Scl_000206,-1.05,-0.66
SAGA_Scl_000206,-1.26,
SAGA_Scl_000207,-1.92,-0.13
SAGA_Scl_000207,-1.97,-0.07
SAGA_Scl_000208,-1.83,0.04
SAGA_Scl_000208,-1.96,
SAGA_Scl_000208,-1.78,0.07
SAGA_Scl_000208,-1.94,
SAGA_Scl_000209,-2.02,-0.12
SAGA_Scl_000209,-1.99,-0.18
SAGA_Scl_000210,-1.31,-0.38
SAGA_Scl_000210,-1.35,-0.34
SAGA_Scl_000212,-1.58,-0.31
SAGA_Scl_000212,-1.75,
SAGA_Scl_000212,-1.59,-0.18
SAGA_Scl_000213,-1.29,-0.11
SAGA_Scl_000213,-1.44,
SAGA_Scl_000213,-1.27,
SAGA_Scl_000214,-1.18,-0.21
SAGA_Scl_000214,-1.09,-0.25
SAGA_Scl_000215,-1.42,-0.13
SAGA_Scl_000215,-1.57,
SAGA_Scl_000215,-1.59,
SAGA_Scl_000215,-1.42,-0.13
SAGA_Scl_000215,-1.55,
SAGA_Scl_000216,-1.3,0.05
SAGA_Scl_000216,-1.43,
SAGA_Scl_000216,-1.23,-0.05
SAGA_Scl_000216,-1.41,
SAGA_Scl_000217,-1.68,0.13
SAGA_Scl_000217,-1.87,
SAGA_Scl_000217,-1.72,0.13
SAGA_Scl_000217,-1.86,
SAGA_Scl_000219,-0.96,-0.45
SAGA_Scl_000219,-1.07,
SAGA_Scl_000219,-0.9,-0.52
SAGA_Scl_000219,-1.06,
SAGA_Scl_000220,-1.65,-0.06
SAGA_Scl_000220,-1.81,
SAGA_Scl_000220,-1.65,-0.13
SAGA_Scl_000220,-1.79,
SAGA_Scl_000221,-1.81,0.18
SAGA_Scl_000221,-1.8,0.04
SAGA_Scl_000222,-0.92,-0.05
SAGA_Scl_000222,-1.09,
SAGA_Scl_000222,-0.88,-0.03
SAGA_Scl_000223,-1.84,0.38
SAGA_Scl_000223,-1.92,0.32
SAGA_Scl_000224,-1.15,-0.31
SAGA_Scl_000224,-1.01,-0.33
SAGA_Scl_000226,-2.09,-0.29
SAGA_Scl_000226,-1.99,
SAGA_Scl_000226,-1.97,-0.04
SAGA_Scl_000226,-1.98,
SAGA_Scl_000227,-2.01,-0.03
SAGA_Scl_000227,-2.28,
SAGA_Scl_000227,-2.09,0.17
SAGA_Scl_000227,-2.26,
SAGA_Scl_000228,-1.41,-0.22
SAGA_Scl_000228,-1.41,-0.24
SAGA_Scl_000229,-2.39,0.93
SAGA_Scl_000229,-2.31,0.67
SAGA_Scl_000230,-1.57,0.06
SAGA_Scl_000230,-1.51,-0.01
SAGA_Scl_000231,-0.99,
SAGA_Scl_000231,-1.23,-0.5
SAGA_Scl_000232,-1.99,0.13
SAGA_Scl_000232,-2.18,
SAGA_Scl_000232,-1.99,-0.01
SAGA_Scl_000233,-1.77,-0.22
SAGA_Scl_000233,-1.9,
SAGA_Scl_000233,-1.77,-0.27
SAGA_Scl_000233,-1.88,
SAGA_Scl_000234,-1.64,0.19
SAGA_Scl_000234,-1.67,
SAGA_Scl_000234,-1.7,
SAGA_Scl_000234,-1.53,0.07
SAGA_Scl_000234,-1.66,
SAGA_Scl_000235,-2.45,1.04
SAGA_Scl_000235,-2.2,0.12
SAGA_Scl_000236,-1.38,0.19
SAGA_Scl_000236,-1.27,0.12
SAGA_Scl_000237,-2.02,-0.04
SAGA_Scl_000237,-2.04,-0.45
SAGA_Scl_000238,-1.24,0.12
SAGA_Scl_000238,-1.18,0.03
SAGA_Scl_000239,-1.08,-0.59
SAGA_Scl_000239,-1,-0.56
SAGA_Scl_000240,-2.24,0.06
SAGA_Scl_000240,-2.32,0.17
SAGA_Scl_000240,-2.29,0.07
SAGA_Scl_000241,-1.18,-0.19
SAGA_Scl_000241,-1.3,
SAGA_Scl_000241,-1.12,-0.23
SAGA_Scl_000241,-1.29,
SAGA_Scl_000242,-2.4,0.13
SAGA_Scl_000242,-2.59,
SAGA_Scl_000242,-2.41,0.26
SAGA_Scl_000242,-2.58,
SAGA_Scl_000243,-1,-0.27
SAGA_Scl_000243,-1.09,
SAGA_Scl_000243,-0.96,-0.46
SAGA_Scl_000244,-1.62,-0.05
SAGA_Scl_000244,-1.66,-0.05
SAGA_Scl_000245,-1.74,-0.02
SAGA_Scl_000245,-1.67,-0.23
SAGA_Scl_000246,-1.25,-0.17
SAGA_Scl_000246,-1.42,
SAGA_Scl_000246,-1.23,-0.15
SAGA_Scl_000246,-1.41,
SAGA_Scl_000247,-1.93,-0.02
SAGA_Scl_000247,-1.96,
SAGA_Scl_000247,-1.8,-0.15
SAGA_Scl_000248,-2.15,
SAGA_Scl_000248,-2.13,0.13
SAGA_Scl_000249,-1.31,-0.04
SAGA_Scl_000249,-1.37,-0.01
SAGA_Scl_000249,-1.43,
SAGA_Scl_000249,-1.16,-0.23
SAGA_Scl_000249,-1.41,
SAGA_Scl_000252,-1.35,-0.07
SAGA_Scl_000252,-1.45,
SAGA_Scl_000252,-1.26,0.1
SAGA_Scl_000253,-1.11,-0.57
SAGA_Scl_000253,-1.25,
SAGA_Scl_000253,-1.09,0
SAGA_Scl_000253,-1.24,
SAGA_Scl_000254,-2.2,0.2
SAGA_Scl_000254,-2.19,0.07
SAGA_Scl_000255,-1.16,-0.01
SAGA_Scl_000255,-1.38,
SAGA_Scl_000255,-1.13,-0.27
SAGA_Scl_000256,-1.18,-0.13
SAGA_Scl_000256,-1.31,
SAGA_Scl_000256,-1.07,-0.33
SAGA_Scl_000256,-1.3,
SAGA_Scl_000257,-1.21,-0.27
SAGA_Scl_000257,-1.28,
SAGA_Scl_000257,-1.09,-0.43
SAGA_Scl_000257,-1.27,
SAGA_Scl_000258,-1.79,0.1
SAGA_Scl_000258,-1.74,-0.21
SAGA_Scl_000259,-1.38,-0.03
SAGA_Scl_000259,-1.25,-0.16
SAGA_Scl_000260,-2.15,-0.21
SAGA_Scl_000260,-2.22,-0.16
SAGA_Scl_000261,-1.56,-0.11
SAGA_Scl_000261,-1.49,-0.24
SAGA_Scl_000262,-1.95,0.22
SAGA_Scl_000262,-2.1,
SAGA_Scl_000262,-1.92,0.18
SAGA_Scl_000262,-2.08,
SAGA_Scl_000263,-1.47,-0.05
SAGA_Scl_000263,-1.13,-0.23
SAGA_Scl_000264,-1.97,-0.09
SAGA_Scl_000264,-2.08,
SAGA_Scl_000264,-1.92,-0.03
SAGA_Scl_000264,-2.07,
SAGA_Scl_000265,-1.11,-0.2
SAGA_Scl_000265,-1.27,
SAGA_Scl_000265,-1.04,-0.45
SAGA_Scl_000265,-1.25,
SAGA_Scl_000266,-0.95,-0.3
SAGA_Scl_000266,-1.09,
SAGA_Scl_000266,-0.89,-0.34
SAGA_Scl_000266,-1.08,
SAGA_Scl_000267,-1.14,-0.27
SAGA_Scl_000267,-1.25,
SAGA_Scl_000267,-1.06,-0.33
SAGA_Scl_000268,-1.68,-0.08
SAGA_Scl_000268,-1.6,-0.23
SAGA_Scl_000268,-1.92,
SAGA_Scl_000269,-1.71,-0.31
SAGA_Scl_000269,-1.78,
SAGA_Scl_000269,-1.68,-0.32
SAGA_Scl_000270,-1.53,0.01
SAGA_Scl_000270,-1.52,
SAGA_Scl_000270,-1.33,-0.26
SAGA_Scl_000271,-1.32,-0.09
SAGA_Scl_000271,-1.4,
SAGA_Scl_000271,-1.21,-0.3
SAGA_Scl_000271,-1.39,
SAGA_Scl_000272,-1.48,0.2
SAGA_Scl_000272,-1.52,0.25
SAGA_Scl_000273,-1.96,0.28
SAGA_Scl_000273,-1.95,0.37
SAGA_Scl_000274,-1.91,-0.03
SAGA_Scl_000274,-1.92,-0.29
SAGA_Scl_000275,-1.37,-0.5
SAGA_Scl_000275,-1.54,
SAGA_Scl_000275,-1.4,-0.04
SAGA_Scl_000275,-1.53,
SAGA_Scl_000276,-1,-0.05
SAGA_Scl_000276,-0.85,-0.26
SAGA_Scl_000277,-2.05,0.37
SAGA_Scl_000277,-2.27,
SAGA_Scl_000277,-2.09,0.34
SAGA_Scl_000277,-2.25,
SAGA_Scl_000278,-1.72,0.3
SAGA_Scl_000278,-1.87,
SAGA_Scl_000278,-1.75,0.28
SAGA_Scl_000279,-1.45,-0.14
SAGA_Scl_000279,-1.37,-0.23
SAGA_Scl_000280,-1.27,-0.6
SAGA_Scl_000280,-1.61,
SAGA_Scl_000280,-1.18,-0.53
SAGA_Scl_000281,-1.62,-0.22
SAGA_Scl_000281,-1.83,
SAGA_Scl_000281,-1.66,
SAGA_Scl_000282,-1.17,-0.04
SAGA_Scl_000282,-1.02,-0.26
SAGA_Scl_000282,-1.46,
SAGA_Scl_000283,-1.78,-0.05
SAGA_Scl_000283,-1.88,
SAGA_Scl_000283,-1.7,-0.07
SAGA_Scl_000283,-1.86,
SAGA_Scl_000284,-1.21,-0.11
SAGA_Scl_000284,-1.16,-0.28
SAGA_Scl_000285,-2.37,0.71
SAGA_Scl_000285,-2.44,
SAGA_Scl_000285,-2.27,0.52
SAGA_Scl_000286,-1.14,-0.05
SAGA_Scl_000286,-1,-0.27
SAGA_Scl_000287,-1.25,-0.27
SAGA_Scl_000287,-1.21,-0.36
SAGA_Scl_000288,-1.25,0.1
SAGA_Scl_000288,-1.38,
SAGA_Scl_000288,-1.14,-0.02
SAGA_Scl_000288,-1.37,
SAGA_Scl_000289,-1.89,0.17
SAGA_Scl_000289,-2.09,
SAGA_Scl_000289,-1.92,0.07
SAGA_Scl_000289,-2.07,
SAGA_Scl_000290,-1.97,0.09
SAGA_Scl_000290,-2.03,0.12
SAGA_Scl_000291,-1.21,-0.17
SAGA_Scl_000291,-1.11,-0.27
SAGA_Scl_000292,-1.49,0.19
SAGA_Scl_000292,-1.36,0.07
SAGA_Scl_000293,-1.27,-0.18
SAGA_Scl_000293,-1.37,
SAGA_Scl_000293,-1.18,-0.25
SAGA_Scl_000293,-1.36,
SAGA_Scl_000294,-1.26,-0.24
SAGA_Scl_000294,-1.37,
SAGA_Scl_000294,-1.16,-0.33
SAGA_Scl_000294,-1.35,
SAGA_Scl_000295,-1.16,-0.43
SAGA_Scl_000295,-1.28,
SAGA_Scl_000295,-1.08,-0.66
SAGA_Scl_000296,-1.13,-0.12
SAGA_Scl_000296,-1.07,-0.33
SAGA_Scl_000297,-1.12,-0.38
SAGA_Scl_000297,-0.91,-0.75
SAGA_Scl_000298,-3.78,
SAGA_Scl_000298,-3.68,0.48
SAGA_Scl_000298,-3.63,
SAGA_Scl_000298,-3.7,
SAGA_Scl_000299,-1.89,0.16
SAGA_Scl_000299,-2.01,
SAGA_Scl_000299,-1.87,0.15
SAGA_Scl_000299,-2,
SAGA_Scl_000300,-1.53,-0.43
SAGA_Scl_000300,-1.52,-0.31
SAGA_Scl_000301,-1.79,-0.12
SAGA_Scl_000301,-1.94,
SAGA_Scl_000301,-1.82,0.22
SAGA_Scl_000301,-1.92,
SAGA_Scl_000302,-1.3,-0.37
SAGA_Scl_000302,-1.45,
SAGA_Scl_000302,-1.26,-0.35
SAGA_Scl_000302,-1.43,
SAGA_Scl_000303,-1.11,
SAGA_Scl_000303,-1.16,-0.39
SAGA_Scl_000304,-1.14,-0.4
SAGA_Scl_000304,-1.27,
SAGA_Scl_000304,-1.04,-0.43
SAGA_Scl_000304,-1.26,
SAGA_Scl_000305,-1.32,-0.05
SAGA_Scl_000305,-1.44,
SAGA_Scl_000305,-1.19,-0.16
SAGA_Scl_000305,-1.43,
SAGA_Scl_000306,-1.59,-0.54
SAGA_Scl_000306,-1.54,-0.64
SAGA_Scl_000308,-1.88,0.16
SAGA_Scl_000308,-2.03,
SAGA_Scl_000308,-1.87,0.17
SAGA_Scl_000309,-1.07,-0.45
SAGA_Scl_000309,-1.32,
SAGA_Scl_000309,-1.13,-0.32
SAGA_Scl_000310,-1.37,-0.03
SAGA_Scl_000310,-1.44,-0.13
SAGA_Scl_000311,-2.14,-0.01
SAGA_Scl_000311,-2.26,
SAGA_Scl_000311,-2.11,0.07
SAGA_Scl_000313,-1.72,0.09
SAGA_Scl_000313,-1.64,-0.03
SAGA_Scl_000314,-1.68,0.14
SAGA_Scl_000314,-1.73,
SAGA_Scl_000314,-1.61,0.07
SAGA_Scl_000315,-2.1,0.18
SAGA_Scl_000315,-2.17,
SAGA_Scl_000316,-1.16,-0.23
SAGA_Scl_000316,-1.13,-0.5
SAGA_Scl_000317,-1.63,0.26
SAGA_Scl_000317,-1.85,
SAGA_Scl_000317,-1.7,-0.06
SAGA_Scl_000317,-1.84,
SAGA_Scl_000318,-1.19,0.02
SAGA_Scl_000318,-1.29,
SAGA_Scl_000318,-1.13,-0.1
SAGA_Scl_000318,-1.27,
SAGA_Scl_000319,-1.22,-0.24
SAGA_Scl_000319,-1.17,0.03
SAGA_Scl_000320,-1.33,-0.24
SAGA_Scl_000320,-1.43,
SAGA_Scl_000320,-1.27,-0.23
SAGA_Scl_000320,-1.42,
SAGA_Scl_000321,-2.07,-0.02
SAGA_Scl_000321,-2,0.28
SAGA_Scl_000322,-1.93,0
SAGA_Scl_000322,-1.94,0.03
SAGA_Scl_000323,-1.47,-0.17
SAGA_Scl_000324,-2.54,-0.01
SAGA_Scl_000324,-1.32,-0.15
SAGA_Scl_000324,-2.65,
SAGA_Scl_000324,-2.55,0.07
SAGA_Scl_000324,-2.63,
SAGA_Scl_000325,-1.06,0.06
SAGA_Scl_000325,-0.91,-0.03
SAGA_Scl_000327,-2.12,
SAGA_Scl_000327,-2.35,
SAGA_Scl_000327,-2.17,0.13
SAGA_Scl_000328,-1.34,0.16
SAGA_Scl_000328,-1.36,
SAGA_Scl_000328,-1.21,0.15
SAGA_Scl_000329,-1.22,-0.2
SAGA_Scl_000329,-1.4,
SAGA_Scl_000329,-1.18,-0.27
SAGA_Scl_000330,-2.11,0.05
SAGA_Scl_000330,-2.41,0.39
SAGA_Scl_000330,-2.11,
SAGA_Scl_000330,-2.08,0.05
SAGA_Scl_000331,-1.48,0.24
SAGA_Scl_000331,-1.56,
SAGA_Scl_000331,-1.37,-0.01
SAGA_Scl_000331,-1.54,
SAGA_Scl_000332,-1.17,-0.05
SAGA_Scl_000332,-1.33,
SAGA_Scl_000332,-1.18,-0.03
SAGA_Scl_000333,-1.56,0
SAGA_Scl_000333,-1.51,-0.01
SAGA_Scl_000334,-1.03,-0.01
SAGA_Scl_000334,-1.16,
SAGA_Scl_000334,-0.9,-0.45
SAGA_Scl_000334,-1.14,
SAGA_Scl_000335,-1.75,0.24
SAGA_Scl_000335,-1.73,0.19
SAGA_Scl_000336,-1.66,0.06
SAGA_Scl_000336,-1.64,-0.06
SAGA_Scl_000337,-1.63,0.06
SAGA_Scl_000337,-1.62,0.22
SAGA_Scl_000338,-2.04,0.49
SAGA_Scl_000338,-2.07,
SAGA_Scl_000338,-1.9,0.24
SAGA_Scl_000339,-1.81,0.06
SAGA_Scl_000339,-1.96,
SAGA_Scl_000339,-1.81,
SAGA_Scl_000340,-2.74,0.4
SAGA_Scl_000340,-2.94,
SAGA_Scl_000340,-2.85,0.45
SAGA_Scl_000342,-1.32,0.22
SAGA_Scl_000342,-1.25,0.25
SAGA_Scl_000343,-1.35,0
SAGA_Scl_000343,-1.45,
SAGA_Scl_000343,-1.24,-0.03
SAGA_Scl_000343,-1.42,
SAGA_Scl_000344,-2.3,
SAGA_Scl_000344,-2.3,0.18
SAGA_Scl_000345,-1.71,0.17
SAGA_Scl_000345,-1.74,
SAGA_Scl_000345,-1.58,0.16
SAGA_Scl_000345,-1.72,
SAGA_Scl_000346,-1.17,-0.07
SAGA_Scl_000346,-1.26,
SAGA_Scl_000346,-1.12,-0.53
SAGA_Scl_000347,-1.48,-0.08
SAGA_Scl_000347,-1.63,
SAGA_Scl_000347,-1.44,-0.14
SAGA_Scl_000347,-1.62,
SAGA_Scl_000348,-1.34,-0.1
SAGA_Scl_000348,-1.1,
SAGA_Scl_000349,-1.95,-0.32
SAGA_Scl_000349,-1.96,-0.06
SAGA_Scl_000350,-1.66,0.15
SAGA_Scl_000350,-1.79,
SAGA_Scl_000350,-1.59,0.23
SAGA_Scl_000351,-1.65,0.41
SAGA_Scl_000351,-1.76,
SAGA_Scl_000351,-1.57,0.3
SAGA_Scl_000353,-1.74,0.1
SAGA_Scl_000353,-1.86,
SAGA_Scl_000353,-1.72,-0.02
SAGA_Scl_000353,-1.85,
SAGA_Scl_000354,-1.57,-0.01
SAGA_Scl_000354,-1.79,
SAGA_Scl_000354,-1.59,-0.06
SAGA_Scl_000354,-1.78,
SAGA_Scl_000355,-1.18,-0.03
SAGA_Scl_000355,-1.22,
SAGA_Scl_000355,-1,-0.53
SAGA_Scl_000355,-1.2,
SAGA_Scl_000356,-1.49,0.04
SAGA_Scl_000356,-1.81,
SAGA_Scl_000356,-1.45,-0.08
SAGA_Scl_000356,-1.8,
SAGA_Scl_000357,-1.94,-0.53
SAGA_Scl_000357,-1.95,-0.45
SAGA_Scl_000358,-1.86,0.43
SAGA_Scl_000358,-2.1,
SAGA_Scl_000358,-1.87,0.39
SAGA_Scl_000359,-2.03,0.22
SAGA_Scl_000359,-2.18,
SAGA_Scl_000359,-2.04,0.31
SAGA_Scl_000359,-2.17,
SAGA_Scl_000361,-1.3,-0.31
SAGA_Scl_000361,-1.33,
SAGA_Scl_000361,-1.22,-0.78
SAGA_Scl_000361,-1.33,
SAGA_Scl_000362,-1.27,-0.45
SAGA_Scl_000362,-1.43,
SAGA_Scl_000362,-1.2,-0.65
SAGA_Scl_000362,-1.41,
SAGA_Scl_000363,-1.61,-0.18
SAGA_Scl_000363,-1.73,
SAGA_Scl_000363,-1.57,-0.21
SAGA_Scl_000363,-1.71,
SAGA_Scl_000364,-1.38,-0.4
SAGA_Scl_000364,-1.18,
SAGA_Scl_000365,-1.18,-0.08
SAGA_Scl_000365,-0.99,-0.33
SAGA_Scl_000366,-2.64,0.44
SAGA_Scl_000366,-2.79,
SAGA_Scl_000366,-2.62,0.45
SAGA_Scl_000367,-1.85,
SAGA_Scl_000367,-2.16,
SAGA_Scl_000367,-2.03,0.79
SAGA_Scl_000368,-2.36,0.12
SAGA_Scl_000368,-2.5,
SAGA_Scl_000368,-2.36,0.2
SAGA_Scl_000369,-1.23,-0.33
SAGA_Scl_000369,-1.21,
SAGA_Scl_000369,-1.14,-0.34
SAGA_Scl_000370,-2.22,0.89
SAGA_Scl_000370,-2.2,
SAGA_Scl_000370,-2,
SAGA_Scl_000372,-2.58,-0.48
SAGA_Scl_000372,-3.03,
SAGA_Scl_000372,-2.61,-0.12
SAGA_Scl_000373,-1.54,0
SAGA_Scl_000373,-1.46,-0.12
SAGA_Scl_000374,-0.9,-0.34
SAGA_Scl_000374,-1.03,
SAGA_Scl_000374,-0.8,-0.43
SAGA_Scl_000374,-1.01,
SAGA_Scl_000375,-1.16,-0.2
SAGA_Scl_000375,-1.05,-0.22
SAGA_Scl_000376,-1.42,-0.04
SAGA_Scl_000376,-1.42,-0.35
SAGA_Scl_000377,-2,0.31
SAGA_Scl_000377,-2.03,0.41
